null#
# M e s s w e r t t a b e l l e  der Reihen:
#
# en___Apache_Hadoop_BIN=24_log10 [365,365] Werte
#
#
Y	Y	
0.0000	0.4771	
1.0000	0.6990	
2.0000	1.0792	
3.0000	1.0792	
4.0000	0.6021	
5.0000	0.6021	
6.0000	1.1139	
7.0000	1.0000	
8.0000	0.9542	
9.0000	1.0000	
10.0000	0.8451	
11.0000	0.6990	
12.0000	0.4771	
13.0000	0.9031	
14.0000	0.6990	
15.0000	0.6021	
16.0000	0.8451	
17.0000	0.9031	
18.0000	0.9542	
19.0000	0.0000	
20.0000	0.9542	
21.0000	0.8451	
22.0000	0.0000	
23.0000	0.9542	
24.0000	1.0792	
25.0000	1.1461	
26.0000	1.1139	
27.0000	0.7782	
28.0000	0.4771	
29.0000	0.0000	
30.0000	1.1461	
31.0000	0.9542	
32.0000	1.0414	
33.0000	0.4771	
34.0000	1.0414	
35.0000	0.7782	
36.0000	0.4771	
37.0000	1.0792	
38.0000	0.7782	
39.0000	0.6990	
40.0000	0.0000	
41.0000	1.0000	
42.0000	0.0000	
43.0000	0.3010	
44.0000	1.3222	
45.0000	1.1761	
46.0000	0.7782	
47.0000	1.2304	
48.0000	0.9542	
49.0000	0.3010	
50.0000	0.4771	
51.0000	1.1461	
52.0000	0.9031	
53.0000	1.0000	
54.0000	0.3010	
55.0000	0.8451	
56.0000	0.8451	
57.0000	0.0000	
58.0000	1.0792	
59.0000	1.0000	
60.0000	0.7782	
61.0000	1.0000	
62.0000	0.7782	
63.0000	0.9031	
64.0000	0.4771	
65.0000	1.1139	
66.0000	0.6990	
67.0000	0.8451	
68.0000	1.0000	
69.0000	1.0414	
70.0000	0.4771	
71.0000	0.3010	
72.0000	0.9031	
73.0000	0.6021	
74.0000	0.9542	
75.0000	1.0792	
76.0000	0.7782	
77.0000	0.8451	
78.0000	0.8451	
79.0000	0.6021	
80.0000	1.8261	
81.0000	2.5302	
82.0000	2.7332	
83.0000	2.9961	
84.0000	2.7084	
85.0000	2.6031	
86.0000	3.0241	
87.0000	2.9595	
88.0000	2.9309	
89.0000	3.1649	
90.0000	2.9890	
91.0000	2.5453	
92.0000	2.4871	
93.0000	2.8432	
94.0000	2.9170	
95.0000	2.9112	
96.0000	2.9375	
97.0000	2.9036	
98.0000	2.6474	
99.0000	2.5453	
100.0000	2.9175	
101.0000	2.9445	
102.0000	2.9227	
103.0000	2.9299	
104.0000	2.8248	
105.0000	2.5599	
106.0000	2.5539	
107.0000	2.9063	
108.0000	3.0853	
109.0000	2.9894	
110.0000	2.9552	
111.0000	2.8306	
112.0000	2.6821	
113.0000	2.5328	
114.0000	2.8820	
115.0000	2.9455	
116.0000	3.1294	
117.0000	3.0457	
118.0000	2.9325	
119.0000	2.6425	
120.0000	2.6345	
121.0000	2.8627	
122.0000	2.9533	
123.0000	2.9170	
124.0000	2.9122	
125.0000	2.8657	
126.0000	2.5821	
127.0000	2.4728	
128.0000	3.0039	
129.0000	3.1086	
130.0000	3.0678	
131.0000	3.1116	
132.0000	2.9948	
133.0000	2.5786	
134.0000	2.6375	
135.0000	3.0434	
136.0000	3.0048	
137.0000	3.0013	
138.0000	2.9845	
139.0000	2.9149	
140.0000	2.6484	
141.0000	2.6345	
142.0000	2.9708	
143.0000	2.9474	
144.0000	3.0099	
145.0000	2.9759	
146.0000	2.8859	
147.0000	2.5587	
148.0000	2.5378	
149.0000	2.7340	
150.0000	2.9222	
151.0000	0.0000	
152.0000	0.0000	
153.0000	0.0000	
154.0000	0.0000	
155.0000	0.0000	
156.0000	0.0000	
157.0000	0.0000	
158.0000	0.0000	
159.0000	0.0000	
160.0000	0.0000	
161.0000	0.0000	
162.0000	0.0000	
163.0000	0.0000	
164.0000	0.0000	
165.0000	0.0000	
166.0000	0.0000	
167.0000	0.0000	
168.0000	0.0000	
169.0000	0.0000	
170.0000	0.0000	
171.0000	0.0000	
172.0000	0.0000	
173.0000	0.0000	
174.0000	0.0000	
175.0000	0.0000	
176.0000	0.0000	
177.0000	0.0000	
178.0000	0.0000	
179.0000	0.0000	
180.0000	0.0000	
181.0000	2.9320	
182.0000	2.5832	
183.0000	2.6160	
184.0000	2.8319	
185.0000	2.9390	
186.0000	3.0508	
187.0000	3.0689	
188.0000	2.9566	
189.0000	2.6532	
190.0000	2.5740	
191.0000	2.9845	
192.0000	2.9859	
193.0000	2.9805	
194.0000	3.0241	
195.0000	2.9863	
196.0000	2.5752	
197.0000	3.2907	
198.0000	3.4907	
199.0000	3.1489	
200.0000	3.0652	
201.0000	3.0810	
202.0000	2.9552	
203.0000	2.6884	
204.0000	2.6180	
205.0000	3.0346	
206.0000	3.0017	
207.0000	3.0881	
208.0000	3.1895	
209.0000	3.0195	
210.0000	2.7067	
211.0000	2.6803	
212.0000	3.0663	
213.0000	3.0488	
214.0000	3.0430	
215.0000	3.0941	
216.0000	3.0983	
217.0000	2.6964	
218.0000	2.6803	
219.0000	3.0220	
220.0000	3.0799	
221.0000	3.0813	
222.0000	3.0370	
223.0000	2.9727	
224.0000	2.5922	
225.0000	2.5623	
226.0000	2.9175	
227.0000	2.9872	
228.0000	2.9754	
229.0000	2.9509	
230.0000	2.9614	
231.0000	2.6646	
232.0000	2.5682	
233.0000	2.9355	
234.0000	3.0099	
235.0000	3.0111	
236.0000	3.0187	
237.0000	2.9499	
238.0000	2.6503	
239.0000	2.5635	
240.0000	2.9504	
241.0000	2.9633	
242.0000	2.9717	
243.0000	2.9504	
244.0000	2.9786	
245.0000	2.6170	
246.0000	2.6702	
247.0000	2.8876	
248.0000	3.0382	
249.0000	3.0527	
250.0000	3.0199	
251.0000	2.9894	
252.0000	2.8182	
253.0000	2.7185	
254.0000	3.0350	
255.0000	3.0269	
256.0000	3.0043	
257.0000	3.0170	
258.0000	2.9948	
259.0000	2.6665	
260.0000	2.6415	
261.0000	3.0099	
262.0000	3.0512	
263.0000	3.0913	
264.0000	3.0496	
265.0000	3.0342	
266.0000	2.7185	
267.0000	2.6542	
268.0000	3.0711	
269.0000	3.0035	
270.0000	2.9717	
271.0000	2.9850	
272.0000	3.2090	
273.0000	2.8176	
274.0000	2.7520	
275.0000	3.1635	
276.0000	3.2574	
277.0000	3.1189	
278.0000	3.0596	
279.0000	3.0318	
280.0000	2.6532	
281.0000	2.7251	
282.0000	3.0693	
283.0000	3.1587	
284.0000	3.2808	
285.0000	3.5703	
286.0000	3.3456	
287.0000	3.0508	
288.0000	2.9101	
289.0000	3.2087	
290.0000	3.2385	
291.0000	3.2858	
292.0000	3.2423	
293.0000	3.1199	
294.0000	2.7193	
295.0000	2.7505	
296.0000	3.1252	
297.0000	3.1855	
298.0000	3.1956	
299.0000	3.1973	
300.0000	3.0745	
301.0000	2.7903	
302.0000	2.7419	
303.0000	3.1452	
304.0000	3.1998	
305.0000	3.2730	
306.0000	3.2348	
307.0000	3.1959	
308.0000	2.8470	
309.0000	2.8069	
310.0000	3.1995	
311.0000	3.2991	
312.0000	3.6335	
313.0000	3.7530	
314.0000	3.3088	
315.0000	2.9465	
316.0000	2.8639	
317.0000	3.2243	
318.0000	3.3233	
319.0000	3.3045	
320.0000	3.3274	
321.0000	3.3464	
322.0000	2.9079	
323.0000	2.9079	
324.0000	3.2487	
325.0000	3.2867	
326.0000	3.2066	
327.0000	3.1772	
328.0000	3.2183	
329.0000	2.8971	
330.0000	2.8932	
331.0000	3.2312	
332.0000	3.2634	
333.0000	3.2445	
334.0000	3.2325	
335.0000	3.2003	
336.0000	2.8609	
337.0000	2.8899	
338.0000	3.2000	
339.0000	3.2629	
340.0000	3.2183	
341.0000	3.2636	
342.0000	3.1741	
343.0000	2.8704	
344.0000	2.8531	
345.0000	3.2033	
346.0000	3.3021	
347.0000	3.2828	
348.0000	3.2106	
349.0000	3.1511	
350.0000	2.8293	
351.0000	2.8376	
352.0000	3.1945	
353.0000	3.1920	
354.0000	3.2643	
355.0000	3.3860	
356.0000	2.0294	
357.0000	0.0000	
358.0000	0.0000	
359.0000	2.5798	
360.0000	3.2183	
361.0000	3.1449	
362.0000	3.1433	
363.0000	3.0330	
364.0000	2.7218	
