null#
# M e s s w e r t t a b e l l e  der Reihen:
#
# en___Apache_ZooKeeper_BIN=24_log10 [365,365] Werte
#
#
Y	Y	
318.0000	1.7924	
319.0000	1.8195	
320.0000	1.9031	
321.0000	1.9191	
322.0000	1.4314	
323.0000	1.4914	
324.0000	1.8573	
325.0000	1.7782	
326.0000	1.7709	
327.0000	1.8062	
328.0000	1.7853	
329.0000	1.4914	
330.0000	1.5051	
331.0000	1.8808	
332.0000	1.8451	
333.0000	1.9685	
334.0000	1.9638	
335.0000	1.8865	
336.0000	1.7076	
337.0000	1.6232	
338.0000	2.0128	
339.0000	1.9138	
340.0000	1.8692	
341.0000	1.8325	
342.0000	1.9031	
343.0000	1.6812	
344.0000	1.5911	
345.0000	1.9031	
346.0000	1.8921	
347.0000	1.9085	
348.0000	1.7634	
349.0000	1.9191	
350.0000	1.6128	
351.0000	1.7076	
352.0000	1.8062	
353.0000	1.8751	
354.0000	1.7993	
355.0000	1.9085	
356.0000	0.4771	
357.0000	0.0000	
358.0000	0.0000	
359.0000	1.2304	
360.0000	1.7634	
361.0000	1.7634	
362.0000	1.7482	
363.0000	1.6128	
364.0000	1.4314	
