null#
# M e s s w e r t t a b e l l e  der Reihen:
#
# en___Apache_Mahout_BIN=24_log10 [365,365] Werte
#
#
Y	Y	
284.0000	1.8451	
285.0000	1.8692	
286.0000	1.7709	
287.0000	1.7076	
288.0000	1.6435	
289.0000	1.6628	
290.0000	1.7324	
291.0000	1.7559	
292.0000	1.8062	
293.0000	1.7160	
294.0000	1.7076	
295.0000	1.5563	
296.0000	1.5563	
297.0000	1.8062	
298.0000	1.8451	
299.0000	1.6812	
300.0000	1.6335	
301.0000	1.7243	
302.0000	1.5563	
303.0000	1.6232	
304.0000	1.7709	
305.0000	1.8062	
306.0000	1.8388	
307.0000	1.9395	
308.0000	1.8808	
309.0000	1.5798	
310.0000	1.6532	
311.0000	1.9031	
312.0000	1.7076	
313.0000	1.7076	
314.0000	1.7634	
315.0000	1.7709	
316.0000	1.5441	
317.0000	1.6335	
318.0000	1.7924	
319.0000	1.7853	
320.0000	1.7559	
321.0000	1.7404	
322.0000	1.6628	
323.0000	1.5798	
324.0000	1.5798	
325.0000	1.7709	
326.0000	1.6532	
327.0000	1.7482	
328.0000	1.5798	
329.0000	1.6335	
330.0000	1.4771	
331.0000	1.4472	
332.0000	1.7160	
333.0000	1.3222	
334.0000	1.6435	
335.0000	1.6812	
336.0000	1.6628	
337.0000	1.5682	
338.0000	1.5185	
339.0000	1.6021	
340.0000	1.7076	
341.0000	1.7404	
342.0000	1.7404	
343.0000	1.4914	
344.0000	1.4472	
345.0000	1.3979	
346.0000	1.6335	
347.0000	1.8129	
348.0000	1.7404	
349.0000	1.8195	
350.0000	1.5798	
351.0000	1.6532	
352.0000	1.5563	
353.0000	1.7782	
354.0000	1.5911	
355.0000	1.7709	
356.0000	1.6532	
357.0000	1.4914	
358.0000	1.3222	
359.0000	1.4472	
360.0000	1.3617	
361.0000	1.5798	
362.0000	1.5051	
363.0000	1.5911	
364.0000	1.4472	
