null#
# M e s s w e r t t a b e l l e  der Reihen:
#
# en___Apache_Solr_BIN=24_log10 [365,365] Werte
#
#
Y	Y	
284.0000	2.4099	
285.0000	2.3424	
286.0000	2.3424	
287.0000	1.9542	
288.0000	1.8513	
289.0000	2.3766	
290.0000	2.4216	
291.0000	2.3502	
292.0000	2.3747	
293.0000	2.3139	
294.0000	1.8388	
295.0000	1.9823	
296.0000	2.3385	
297.0000	2.3838	
298.0000	2.4183	
299.0000	2.3365	
300.0000	2.2967	
301.0000	1.9085	
302.0000	1.9912	
303.0000	2.3483	
304.0000	2.3181	
305.0000	2.4440	
306.0000	2.4166	
307.0000	2.2856	
308.0000	1.9085	
309.0000	2.0414	
310.0000	2.3464	
311.0000	2.4200	
312.0000	2.4265	
313.0000	2.3979	
314.0000	2.3345	
315.0000	2.0569	
316.0000	1.9731	
317.0000	2.3160	
318.0000	2.4814	
319.0000	2.4065	
320.0000	2.4362	
321.0000	2.4082	
322.0000	2.0212	
323.0000	2.0531	
324.0000	2.4265	
325.0000	2.4502	
326.0000	2.4330	
327.0000	2.2967	
328.0000	2.3284	
329.0000	2.0170	
330.0000	2.0607	
331.0000	2.4713	
332.0000	2.4983	
333.0000	2.4265	
334.0000	2.4771	
335.0000	2.4409	
336.0000	2.0414	
337.0000	2.0934	
338.0000	2.4548	
339.0000	2.4314	
340.0000	2.4082	
341.0000	2.4362	
342.0000	2.3617	
343.0000	2.0899	
344.0000	2.0170	
345.0000	2.3927	
346.0000	2.4031	
347.0000	2.3997	
348.0000	2.4564	
349.0000	2.3909	
350.0000	1.9542	
351.0000	1.9912	
352.0000	2.4150	
353.0000	2.4409	
354.0000	2.4031	
355.0000	2.3075	
356.0000	0.6021	
357.0000	0.0000	
358.0000	0.0000	
359.0000	1.5563	
360.0000	2.1790	
361.0000	2.2455	
362.0000	2.2355	
363.0000	2.2014	
364.0000	1.9494	
