null#
# M e s s w e r t t a b e l l e  der Reihen:
#
# en___Apache_ZooKeeper_BIN=24_log10 [365,365] Werte
#
#
Y	Y	
284.0000	1.3617	
285.0000	1.2041	
286.0000	1.3979	
287.0000	1.2041	
288.0000	0.9542	
289.0000	0.9031	
290.0000	1.0792	
291.0000	1.3979	
292.0000	1.3802	
293.0000	1.3010	
294.0000	1.1461	
295.0000	0.9031	
296.0000	0.4771	
297.0000	1.1139	
298.0000	1.3617	
299.0000	1.2788	
300.0000	1.2041	
301.0000	1.3010	
302.0000	0.9542	
303.0000	1.1139	
304.0000	1.3979	
305.0000	1.0414	
306.0000	1.0414	
307.0000	1.3617	
308.0000	1.2788	
309.0000	0.6990	
310.0000	1.8921	
311.0000	1.3424	
312.0000	1.2788	
313.0000	1.0792	
314.0000	1.2304	
315.0000	1.2041	
316.0000	1.0000	
317.0000	0.9542	
318.0000	1.5315	
319.0000	1.6812	
320.0000	1.5051	
321.0000	1.3222	
322.0000	1.0414	
323.0000	0.9542	
324.0000	0.9542	
325.0000	1.3617	
326.0000	1.3617	
327.0000	1.3979	
328.0000	1.1761	
329.0000	1.0792	
330.0000	1.2304	
331.0000	0.8451	
332.0000	1.2788	
333.0000	1.0000	
334.0000	1.3222	
335.0000	1.3979	
336.0000	1.2304	
337.0000	1.0792	
338.0000	1.3802	
339.0000	1.3010	
340.0000	1.2788	
341.0000	1.2788	
342.0000	1.4624	
343.0000	1.2788	
344.0000	0.6990	
345.0000	0.8451	
346.0000	1.2304	
347.0000	1.4314	
348.0000	1.4314	
349.0000	0.7782	
350.0000	1.2041	
351.0000	0.4771	
352.0000	1.2304	
353.0000	1.0000	
354.0000	1.3617	
355.0000	1.2788	
356.0000	0.9542	
357.0000	0.6021	
358.0000	0.6021	
359.0000	0.8451	
360.0000	1.2041	
361.0000	1.0414	
362.0000	1.1139	
363.0000	1.1139	
364.0000	1.0792	
