null#
# M e s s w e r t t a b e l l e  der Reihen:
#
# en___Apache_Mahout_BIN=24_log10 [365,365] Werte
#
#
Y	Y	
0.0000	0.8451	
1.0000	0.9031	
2.0000	0.4771	
3.0000	0.7782	
4.0000	0.6990	
5.0000	0.8451	
6.0000	0.6990	
7.0000	0.9542	
8.0000	0.9031	
9.0000	0.8451	
10.0000	0.9031	
11.0000	0.7782	
12.0000	0.9542	
13.0000	0.7782	
14.0000	0.9031	
15.0000	0.8451	
16.0000	0.6990	
17.0000	0.6990	
18.0000	0.8451	
19.0000	1.0414	
20.0000	0.7782	
21.0000	0.9542	
22.0000	1.0792	
23.0000	0.4771	
24.0000	0.3010	
25.0000	0.7782	
26.0000	0.7782	
27.0000	0.8451	
28.0000	0.6021	
29.0000	1.0000	
30.0000	0.8451	
31.0000	0.6990	
32.0000	0.9031	
33.0000	0.8451	
34.0000	0.4771	
35.0000	0.9542	
36.0000	0.7782	
37.0000	0.6990	
38.0000	1.1139	
39.0000	0.3010	
40.0000	0.9542	
41.0000	0.6990	
42.0000	0.9031	
43.0000	0.9542	
44.0000	0.4771	
45.0000	0.6021	
46.0000	0.9542	
47.0000	0.3010	
48.0000	0.8451	
49.0000	0.9031	
50.0000	0.4771	
51.0000	0.6021	
52.0000	0.6990	
53.0000	0.7782	
54.0000	1.0414	
55.0000	0.9542	
56.0000	0.8451	
57.0000	0.6990	
58.0000	0.7782	
59.0000	0.9542	
60.0000	0.8451	
61.0000	0.7782	
62.0000	0.8451	
63.0000	1.1139	
64.0000	0.9031	
65.0000	0.6990	
66.0000	0.7782	
67.0000	0.9031	
68.0000	0.8451	
69.0000	1.1461	
70.0000	0.8451	
71.0000	0.6021	
72.0000	0.6990	
73.0000	0.6990	
74.0000	1.1461	
75.0000	1.5682	
76.0000	1.5563	
77.0000	1.1761	
78.0000	1.2041	
79.0000	0.9031	
80.0000	0.0000	
81.0000	1.1139	
82.0000	1.1139	
83.0000	0.8451	
84.0000	1.0000	
85.0000	1.0000	
86.0000	0.8451	
87.0000	0.7782	
88.0000	0.9031	
89.0000	0.9542	
90.0000	1.0000	
91.0000	1.3222	
92.0000	1.1139	
93.0000	0.9542	
94.0000	0.6990	
95.0000	0.9031	
96.0000	1.2041	
97.0000	1.3979	
98.0000	1.3617	
99.0000	1.2553	
100.0000	1.2041	
101.0000	1.1761	
102.0000	1.2304	
103.0000	1.3222	
104.0000	1.3979	
105.0000	1.3010	
106.0000	1.2553	
107.0000	0.9031	
108.0000	0.7782	
109.0000	1.2553	
110.0000	1.3010	
111.0000	1.3979	
112.0000	1.3010	
113.0000	1.5315	
114.0000	1.3617	
115.0000	1.3617	
116.0000	1.4472	
117.0000	1.4771	
118.0000	1.4150	
119.0000	1.4150	
120.0000	1.4624	
121.0000	1.3617	
122.0000	1.2041	
123.0000	1.5051	
124.0000	1.4150	
125.0000	1.4624	
126.0000	1.4624	
127.0000	1.3979	
128.0000	1.3010	
129.0000	1.2304	
130.0000	1.3222	
131.0000	1.4472	
132.0000	1.5682	
133.0000	1.3802	
134.0000	1.2553	
135.0000	1.3010	
136.0000	1.3424	
137.0000	1.4771	
138.0000	1.5911	
139.0000	1.4914	
140.0000	1.5441	
141.0000	1.3010	
142.0000	1.2553	
143.0000	1.0792	
144.0000	1.1761	
145.0000	1.4314	
146.0000	1.4771	
147.0000	1.4914	
148.0000	1.4314	
149.0000	1.2304	
150.0000	1.1761	
