null#
# M e s s w e r t t a b e l l e  der Reihen:
#
# en___Apache_Solr_BIN=24_log10 [365,365] Werte
#
#
Y	Y	
277.0000	1.9731	
278.0000	2.0492	
279.0000	2.0212	
280.0000	1.8513	
281.0000	1.9777	
282.0000	1.6232	
283.0000	1.6335	
284.0000	1.8751	
285.0000	1.8129	
286.0000	1.9494	
287.0000	0.0000	
288.0000	1.7634	
289.0000	1.1139	
290.0000	1.4624	
291.0000	1.9345	
292.0000	2.0170	
293.0000	2.0374	
294.0000	2.0607	
295.0000	1.7924	
296.0000	1.5563	
297.0000	1.6902	
298.0000	2.0934	
299.0000	2.1553	
300.0000	2.0569	
301.0000	2.0492	
302.0000	1.8865	
303.0000	1.4914	
304.0000	1.5911	
305.0000	1.8325	
306.0000	2.0682	
307.0000	2.0000	
308.0000	1.9542	
309.0000	1.8195	
310.0000	1.5051	
311.0000	1.6721	
312.0000	1.8513	
313.0000	1.9445	
314.0000	2.1959	
315.0000	2.4314	
316.0000	2.0969	
317.0000	1.6628	
318.0000	1.7559	
319.0000	2.0212	
320.0000	2.0000	
321.0000	2.0170	
322.0000	1.8692	
323.0000	1.8921	
324.0000	1.7160	
325.0000	1.4150	
326.0000	1.7160	
327.0000	1.8865	
328.0000	1.8633	
329.0000	1.6812	
330.0000	1.8129	
331.0000	1.6232	
332.0000	1.5911	
333.0000	1.8921	
334.0000	1.7782	
335.0000	1.8921	
336.0000	1.9243	
337.0000	1.8865	
338.0000	1.5315	
339.0000	1.5315	
340.0000	1.8451	
341.0000	1.8451	
342.0000	2.0000	
343.0000	1.9085	
344.0000	1.9956	
345.0000	1.7853	
346.0000	1.6435	
347.0000	1.8976	
348.0000	1.8692	
349.0000	2.0086	
350.0000	1.9777	
351.0000	1.9191	
352.0000	1.5798	
353.0000	1.6532	
354.0000	1.8573	
355.0000	1.8865	
356.0000	1.8692	
357.0000	1.6532	
358.0000	1.3979	
359.0000	1.4624	
360.0000	1.6335	
361.0000	1.8261	
362.0000	1.8513	
363.0000	1.7924	
364.0000	1.6812	
